"Match_jetz_birdlife"	"Sp.Scien.jetz"	"Sp.Scien.hbw"	"Total_cells"	"mass"	"Accipiter_albogularis"	"Accipiter_badius"	"Accipiter_bicolor"	"Accipiter_brachyurus"	"Accipiter_castanilius"	"Accipiter_striatus"	"Accipiter_cirrocephalus"	"Accipiter_collaris"	"Accipiter_cooperii"	"Accipiter_erythrauchen"	"Accipiter_erythropus"	"Accipiter_fasciatus"	"Accipiter_gentilis"	"Accipiter_griseiceps"	"Accipiter_gularis"	"Accipiter_gundlachi"	"Accipiter_henicogrammus"	"Accipiter_henstii"	"Accipiter_madagascariensis"	"Accipiter_melanochlamys"	"Accipiter_melanoleucus"	"Accipiter_meyerianus"	"Accipiter_minullus"	"Accipiter_nisus"	"Accipiter_novaehollandiae"	"Accipiter_ovampensis"	"Accipiter_poliogaster"	"Accipiter_rhodogaster"	"Accipiter_rufitorques"	"Accipiter_rufiventris"	"Accipiter_superciliosus"	"Accipiter_tachiro"	"Accipiter_toussenelii"	"Accipiter_trivirgatus"	"Accipiter_virgatus"	"Berenicornis_comatus"	"Ailuroedus_buccoides"	"Aquila_adalberti"	"Aquila_africana"	"Aquila_chrysaetos"	"Clanga_clanga"	"Aquila_fasciata"	"Aquila_gurneyi"	"Aquila_heliaca"	"Aquila_nipalensis"	"Clanga_pomarina"	"Aquila_rapax"	"Aquila_verreauxii"	"Hieraaetus_wahlbergi"	"Ardea_cinerea"	"Ardea_melanocephala"	"Ardea_purpurea"	"Asio_flammeus"	"Asio_otus"	"Asio_stygius"	"Aviceda_subcristata"	"Botaurus_stellaris"	"Bubo_africanus"	"Bubo_ascalaphus"	"Bubo_bengalensis"	"Bubo_bubo"	"Bubo_capensis"	"Bubo_cinerascens"	"Bubo_coromandus"	"Bubo_lacteus"	"Bubo_magellanicus"	"Bubo_nipalensis"	"Bubo_philippensis"	"Bubo_poensis"	"Bubo_scandiacus"	"Bubo_shelleyi"	"Bubo_sumatranus"	"Bubo_virginianus"	"Bubulcus_ibis"	"Buceros_bicornis"	"Geranoaetus_albicaudatus"	"Buteo_albigula"	"Buteo_albonotatus"	"Buteo_augur"	"Buteo_auguralis"	"Buteo_brachypterus"	"Buteo_brachyurus"	"Buteo_galapagoensis"	"Buteo_hemilasius"	"Buteo_lagopus"	"Parabuteo_leucorrhous"	"Buteo_lineatus"	"Buteo_platypterus"	"Geranoaetus_polyosoma"	"Buteo_regalis"	"Buteo_ridgwayi"	"Buteo_rufinus"	"Buteo_rufofuscus"	"Buteo_solitarius"	"Buteo_swainsoni"	"Buteo_ventralis"	"Buteogallus_urubitinga"	"Carpococcyx_renauldi"	"Ardea_alba"	"Catharacta_antarctica"	"Catharacta_maccormicki"	"Catharacta_skua"	"Centropus_anselli"	"Centropus_senegalensis"	"Ciconia_boyciana"	"Circus_aeruginosus"	"Circus_approximans"	"Circus_assimilis"	"Circus_buffoni"	"Circus_cinereus"	"Circus_cyaneus"	"Circus_macrourus"	"Circus_maillardi"	"Circus_maurus"	"Circus_melanoleucos"	"Circus_pygargus"	"Circus_ranivorus"	"Circus_spilonotus"	"Corvus_albus"	"Corvus_bennetti"	"Corvus_brachyrhynchos"	"Corvus_corax"	"Corvus_coronoides"	"Corvus_mellori"	"Corvus_moneduloides"	"Corvus_orru"	"Corvus_ruficollis"	"Corvus_tasmanicus"	"Cracticus_cassicus"	"Cracticus_mentalis"	"Cracticus_nigrogularis"	"Cracticus_quoyi"	"Cracticus_torquatus"	"Dacelo_gaudichaud"	"Dacelo_leachii"	"Dacelo_novaeguineae"	"Dendrocitta_formosae"	"Dendrocitta_vagabunda"	"Dicrurus_bracteatus"	"Dicrurus_caerulescens"	"Egretta_garzetta"	"Elanoides_forficatus"	"Elanus_caeruleus"	"Elanus_leucurus"	"Ephippiorhynchus_asiaticus"	"Erythrotriorchis_buergersi"	"Erythrotriorchis_radiatus"	"Falco_araeus"	"Falco_berigora"	"Falco_biarmicus"	"Falco_cenchroides"	"Falco_cherrug"	"Falco_chicquera"	"Falco_columbarius"	"Falco_concolor"	"Falco_cuvierii"	"Falco_deiroleucus"	"Falco_dickinsoni"	"Falco_eleonorae"	"Falco_fasciinucha"	"Falco_femoralis"	"Falco_hypoleucos"	"Falco_jugger"	"Falco_longipennis"	"Falco_mexicanus"	"Falco_moluccensis"	"Falco_novaeseelandiae"	"Falco_peregrinus"	"Falco_rufigularis"	"Falco_rupicoloides"	"Falco_rusticolus"	"Falco_severus"	"Falco_sparverius"	"Falco_subbuteo"	"Falco_subniger"	"Falco_tinnunculus"	"Geococcyx_californianus"	"Geranoaetus_melanoleucus"	"Glaucidium_bolivianum"	"Glaucidium_brasilianum"	"Glaucidium_brodiei"	"Glaucidium_californicum"	"Glaucidium_capense"	"Glaucidium_castaneum"	"Glaucidium_jardinii"	"Glaucidium_nana"	"Glaucidium_palmarum"	"Glaucidium_passerinum"	"Glaucidium_peruanum"	"Gymnorhina_tibicen"	"Gypohierax_angolensis"	"Haliaeetus_albicilla"	"Haliaeetus_leucocephalus"	"Haliaeetus_leucogaster"	"Haliaeetus_leucoryphus"	"Haliaeetus_pelagicus"	"Haliaeetus_sanfordi"	"Haliastur_sphenurus"	"Hamirostra_melanosternon"	"Harpagus_diodon"	"Harpia_harpyja"	"Stephanoaetus_coronatus"	"Buteogallus_solitarius"	"Harpyopsis_novaeguineae"	"Henicopernis_infuscatus"	"Henicopernis_longicauda"	"Hieraaetus_ayresii"	"Hieraaetus_morphnoides"	"Hieraaetus_pennatus"	"Aquila_spilogaster"	"Ictinaetus_malaiensis"	"Ixobrychus_minutus"	"Ketupa_zeylonensis"	"Lanius_bucephalus"	"Lanius_collurio"	"Lanius_isabellinus"	"Lanius_schach"	"Lanius_senator"	"Larus_argentatus"	"Larus_audouinii"	"Larus_delawarensis"	"Larus_dominicanus"	"Larus_hyperboreus"	"Larus_marinus"	"Larus_occidentalis"	"Leptoptilos_crumenifer"	"Pseudastur_polionotus"	"Lophoictinia_isura"	"Lophotriorchis_kienerii"	"Macheiramphus_alcinus"	"Macronectes_giganteus"	"Megatriorchis_doriae"	"Melierax_canorus"	"Micronisus_gabar"	"Melierax_metabates"	"Melierax_poliopterus"	"Micrastur_gilvicollis"	"Micrastur_mirandollei"	"Micrastur_ruficollis"	"Micrastur_semitorquatus"	"Milvus_migrans"	"Milvus_milvus"	"Otus_gurneyi"	"Nesasio_solomonensis"	"Ninox_boobook"	"Ninox_connivens"	"Ninox_novaeseelandiae"	"Ninox_rudolfi"	"Ninox_rufa"	"Ninox_scutulata"	"Ninox_strenua"	"Nisaetus_alboniger"	"Nisaetus_bartelsi"	"Nisaetus_cirrhatus"	"Nisaetus_lanceolatus"	"Nisaetus_nanus"	"Nisaetus_nipalensis"	"Nisaetus_philippensis"	"Ptilopsis_leucotis"	"Parabuteo_unicinctus"	"Pernis_ptilorhynchus"	"Phodilus_badius"	"Pithecophaga_jefferyi"	"Polemaetus_bellicosus"	"Polyboroides_typus"	"Asio_clamator"	"Ptilopsis_granti"	"Pulsatrix_koeniswaldiana"	"Pulsatrix_melanota"	"Pulsatrix_perspicillata"	"Spilornis_elgini"	"Spilornis_klossi"	"Spizaetus_isidori"	"Spizaetus_melanoleucus"	"Spizaetus_ornatus"	"Spizaetus_tyrannus"	"Spiziapteryx_circumcincta"	"Stercorarius_parasiticus"	"Stercorarius_pomarinus"	"Strepera_fuliginosa"	"Strepera_versicolor"	"Strix_aluco"	"Strix_butleri"	"Strix_chacoensis"	"Strix_uralensis"	"Strix_fulvescens"	"Strix_hylophila"	"Strix_leptogrammica"	"Ciccaba_nigrolineata"	"Strix_occidentalis"	"Strix_ocellata"	"Strix_rufipes"	"Strix_seloputo"	"Strix_varia"	"Strix_woodfordii"	"Surnia_ulula"	"Terathopius_ecaudatus"	"Tyto_alba"	"Tyto_glaucops"	"Tyto_novaehollandiae"	"Tyto_tenebricosa"	"Uroglaux_dimorpha"	"average_predation_richness"	"total_predation_richness"	"latitude_med"	"latitude_mean"	"matching_name"
"2539"	"Sitta_neumayer"	"Sitta_neumayer"	"Sitta_neumayer"	5520	30.8	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1338	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740	70	0	0	0	470	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	1636	0	25	0	0	0	0	0	0	451	0	0	0	4487	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4579	0	5419	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	0	0	4423	239	0	3602	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463	0	0	0	0	8.69365942028985	24	38.849985886	38.6558131651522	"Sitta_neumayer"
"2540"	"Sitta_pusilla"	"Sitta_pusilla"	"Sitta_pusilla"	3584	10.2	0	0	0	0	0	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93080357142857	3	32.516652046	32.4865181150179	"Sitta_pusilla"
"2541"	"Sitta_pygmaea"	"Sitta_pygmaea"	"Sitta_pygmaea"	8021	10.4	0	0	0	0	0	7944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	8021	0	0	0	0	0	0	470	0	4181	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61289116070315	8	37.683319126	37.4639574328495	"Sitta_pygmaea"
"2542"	"Sitta_tephronota"	"Sitta_tephronota"	"Sitta_tephronota"	9557	48.85	0	4867	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	7917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4354	5227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5030	0	0	0	0	0	0	4964	0	0	0	0	3639	1081	0	0	0	1326	0	0	0	0	0	7049	0	0	0	0	2046	0	0	0	0	0	0	0	0	0	0	56	0	0	2447	0	171	0	0	0	0	0	0	106	0	0	151	5766	0	0	0	0	0	0	0	0	222	0	0	0	0	7493	0	0	0	0	0	4712	0	8509	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3808	0	0	7325	0	0	0	0	2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1866	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	114	0	0	0	0	10.6785602176415	32	35.849985646	35.7057806886996	"Sitta_tephronota"
"2543"	"Sitta_whiteheadi"	"Sitta_whiteheadi"	"Sitta_whiteheadi"	23	13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52173913043478	6	42.183319486	42.1181020894783	"Sitta_whiteheadi"
"2544"	"Smicrornis_brevirostris"	"Smicrornis_brevirostris"	"Smicrornis_brevirostris"	24560	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	20943	0	21159	0	0	0	0	0	4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92288273615635	4	-25.816685954	-25.5400436951694	"Smicrornis_brevirostris"
"2545"	"Smutsornis_africanus"	"Rhinoptilus_africanus"	"Smutsornis_africanus"	10153	86.5	0	6193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2531	0	0	517	0	3410	0	0	0	697	0	1864	138	0	0	0	0	0	0	0	0	0	0	0	0	1837	0	0	2973	9342	8530	7815	0	0	0	0	0	7944	0	0	0	4208	1331	0	0	0	0	0	10	0	0	0	0	8712	0	0	0	0	2597	0	0	0	0	0	0	0	0	0	0	0	0	1065	4207	0	0	0	0	0	7151	0	0	0	0	606	0	1186	0	0	0	0	0	5987	0	4507	0	4995	3380	0	6882	0	0	0	0	0	0	0	2153	0	0	0	0	0	0	0	0	0	0	0	0	0	6637	0	8490	0	0	0	0	0	0	10153	0	360	0	0	0	1667	0	754	0	460	0	0	0	0	0	0	0	5307	0	7321	0	0	0	4823	0	8714	0	0	0	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1884	0	7701	4856	0	6981	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	2089	0	0	6404	7746	1766	2812	0	0	0	0	9149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	0	5364	0	6557	0	0	0	0	0	0	0	0	0	0	273	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864	0	0	7654	0	0	0	0	24.0953412784399	59	-22.150018994	-16.180337962238	"Rhinoptilus_africanus"
"2546"	"Snowornis_cryptolophus"	"Snowornis_cryptolophus"	"Snowornis_cryptolophus"	398	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8391959798995	4	-6.233351054	-4.7065502618387	"Snowornis_cryptolophus"
"2547"	"Somateria_fischeri"	"Somateria_fischeri"	"Somateria_fischeri"	9598	1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	3110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91331527401542	3	69.016654966	68.5754692670252	"Somateria_fischeri"
"2548"	"Somateria_mollissima"	"Somateria_mollissima"	"Somateria_mollissima"	33100	2066.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211480362537764	1	66.183321406	65.4190212441511	"Somateria_mollissima"
"2549"	"Somateria_spectabilis"	"Somateria_spectabilis"	"Somateria_spectabilis"	40531	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2657	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0716735338382966	2	72.683321926	73.1923027468621	"Somateria_spectabilis"
"2550"	"Spatula_cyanoptera"	"Anas_cyanoptera"	"Spatula_cyanoptera"	26873	400	0	0	0	0	0	0	0	0	0	0	0	0	14662	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	15177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6067	0	0	0	2137	0	0	18216	0	0	3666	0	3487	0	0	0	0	0	0	13807	0	0	0	10279	12850	0	0	0	0	12794	2883	1725	0	14610	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14836	0	0	20166	0	0	0	0	0	0	0	0	0	9467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14380	0	0	0	0	0	0	0	56	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5714	257	0	509	0	0	0	0	0	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6585	0	0	0	0	0	0	0	0	80	517	0	0	646	890	835	236	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2901	0	0	0	0	0	0	0	0	8.53429092397574	36	31.849985326	9.12963842842848	"Anas_cyanoptera"
"2551"	"Spatula_discors"	"Anas_discors"	"Spatula_discors"	38820	338	0	0	0	0	0	0	0	0	0	0	0	0	38296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19527	0	0	38578	0	0	0	0	402	0	0	0	0	0	0	23996	0	5609	0	0	11076	0	0	0	0	12944	0	0	0	10485	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12604	0	0	18584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	2723	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	0	0	0	17214	0	0	0	0	0	0	0	0	8.01020092735703	21	48.349986646	49.4999824446801	"Anas_discors"
"2552"	"Spatula_rhynchotis"	"Anas_rhynchotis"	"Spatula_rhynchotis"	16132	698.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937205554178031	5	-29.316686234	-29.7250464617263	"Anas_rhynchotis"
